,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
9722,p,1.14,2,1,7,0,0,1,7,3.32,1.52,7,15,0,15,15,0,10,15,1,1
9723,p,0.96,2,1,7,0,0,1,7,2.49,1.5,7,15,0,15,15,0,10,15,7,2
9724,p,0.98,2,1,7,0,0,1,7,2.82,1.37,7,15,6,15,15,0,10,15,1,1
9725,p,1.09,2,1,7,0,0,1,7,2.84,1.45,7,15,0,15,15,0,10,15,7,1
9726,p,0.99,2,1,7,0,0,1,7,2.99,1.31,7,15,0,15,15,0,10,15,1,1
9727,p,1.0,2,1,7,0,0,1,7,3.15,1.58,7,15,6,15,15,0,10,15,7,1
9728,p,1.07,2,1,7,0,0,1,7,2.93,1.55,7,15,0,15,15,0,10,15,7,1
9729,p,0.92,2,1,7,0,0,1,7,2.89,1.31,7,15,6,15,15,0,10,15,1,2
9730,p,1.03,2,1,7,0,0,1,7,3.34,1.88,7,15,6,15,15,0,10,15,7,1
9731,p,1.06,2,1,7,0,0,1,7,2.89,1.23,7,15,0,15,15,0,10,15,1,1
9732,p,1.0,2,1,7,0,0,1,7,3.09,1.53,7,15,0,15,15,0,10,15,7,1
9733,p,1.05,2,1,7,0,0,1,7,3.05,1.41,7,15,6,15,15,0,10,15,1,2
9734,p,0.89,2,1,7,0,0,1,7,2.84,1.34,7,15,6,15,15,0,10,15,1,2
9735,p,1.15,2,1,7,0,0,1,7,3.59,1.71,7,15,6,15,15,0,10,15,7,2
9736,p,1.16,2,1,7,0,0,1,7,3.22,1.72,7,15,0,15,15,0,10,15,7,1
9737,p,0.99,2,1,7,0,0,1,7,3.16,1.53,7,15,6,15,15,0,10,15,7,1
9738,p,0.98,2,1,7,0,0,1,7,3.67,1.66,7,15,6,15,15,0,10,15,7,1
9739,p,1.15,2,1,7,0,0,1,7,3.76,1.75,7,15,6,15,15,0,10,15,1,1
9740,p,1.07,2,1,7,0,0,1,7,3.07,1.37,7,15,6,15,15,0,10,15,7,1
9741,p,0.95,2,1,7,0,0,1,7,3.17,1.39,7,15,6,15,15,0,10,15,1,1
9742,p,0.97,2,1,7,0,0,1,7,2.82,1.34,7,15,0,15,15,0,10,15,1,2
9743,p,1.04,2,1,7,0,0,1,7,2.93,1.21,7,15,0,15,15,0,10,15,1,2
9744,p,1.12,2,1,7,0,0,1,7,3.07,1.63,7,15,0,15,15,0,10,15,1,2
9745,p,0.97,2,1,7,0,0,1,7,3.38,1.73,7,15,6,15,15,0,10,15,1,2
9746,p,0.88,2,1,7,0,0,1,7,2.4,1.38,7,15,0,15,15,0,10,15,1,1
9747,p,0.99,2,1,7,0,0,1,7,2.98,1.69,7,15,0,15,15,0,10,15,1,1
9748,p,0.96,2,1,7,0,0,1,7,2.77,1.56,7,15,0,15,15,0,10,15,1,1
9749,p,1.04,2,1,7,0,0,1,7,3.38,1.58,7,15,6,15,15,0,10,15,7,2
9750,p,0.93,2,1,7,0,0,1,7,3.12,1.39,7,15,0,15,15,0,10,15,1,1
9751,p,0.96,2,1,7,0,0,1,7,2.98,1.51,7,15,6,15,15,0,10,15,7,1
9752,p,0.81,2,1,7,0,0,1,7,3.14,1.69,7,15,0,15,15,0,10,15,7,2
9753,p,0.77,2,1,7,0,0,1,7,3.13,1.53,7,15,6,15,15,0,10,15,7,2
9754,p,1.1,2,1,7,0,0,1,7,3.37,1.67,7,15,6,15,15,0,10,15,7,1
9755,p,0.96,2,1,7,0,0,1,7,3.21,1.48,7,15,6,15,15,0,10,15,7,1
9756,p,1.15,2,1,7,0,0,1,7,3.32,1.85,7,15,0,15,15,0,10,15,1,2
9757,p,1.19,2,1,7,0,0,1,7,3.43,1.62,7,15,6,15,15,0,10,15,1,1
9758,p,1.17,2,1,7,0,0,1,7,3.13,1.75,7,15,0,15,15,0,10,15,1,2
9759,p,0.93,2,1,7,0,0,1,7,2.93,1.28,7,15,6,15,15,0,10,15,7,1
9760,p,1.06,2,1,7,0,0,1,7,3.27,1.8,7,15,6,15,15,0,10,15,7,2
9761,p,1.04,2,1,7,0,0,1,7,2.72,1.39,7,15,6,15,15,0,10,15,7,2
9762,p,0.96,2,1,7,0,0,1,7,3.11,1.47,7,15,0,15,15,0,10,15,1,2
9763,p,1.05,2,1,7,0,0,1,7,3.26,1.54,7,15,6,15,15,0,10,15,7,2
9764,p,0.98,2,1,7,0,0,1,7,2.85,1.64,7,15,6,15,15,0,10,15,7,1
9765,p,1.03,2,1,7,0,0,1,7,2.84,1.49,7,15,6,15,15,0,10,15,1,2
9766,p,0.94,2,1,7,0,0,1,7,2.8,1.49,7,15,6,15,15,0,10,15,7,1
9767,p,1.22,2,1,7,0,0,1,7,3.19,1.56,7,15,0,15,15,0,10,15,7,1
9768,p,1.03,2,1,7,0,0,1,7,3.2,1.53,7,15,6,15,15,0,10,15,1,1
9769,p,1.11,2,1,7,0,0,1,7,3.24,1.7,7,15,6,15,15,0,10,15,7,1
9770,p,0.91,2,1,7,0,0,1,7,3.08,1.63,7,15,6,15,15,0,10,15,7,1
9771,p,0.81,2,1,7,0,0,1,7,3.09,1.29,7,15,0,15,15,0,10,15,7,1
9772,p,1.1,2,1,7,0,0,1,7,3.31,1.81,7,15,6,15,15,0,10,15,7,1
9773,p,1.19,2,1,7,0,0,1,7,3.51,1.85,7,15,0,15,15,0,10,15,7,2
9774,p,1.06,2,1,7,0,0,1,7,3.03,1.68,7,15,0,15,15,0,10,15,1,2
9775,p,0.87,2,1,7,0,0,1,7,2.86,1.45,7,15,6,15,15,0,10,15,7,2
9776,p,0.94,2,1,7,0,0,1,7,2.73,1.5,7,15,0,15,15,0,10,15,1,2
9777,p,1.08,2,1,7,0,0,1,7,3.49,1.83,7,15,6,15,15,0,10,15,7,1
9778,p,0.96,2,1,7,0,0,1,7,2.95,1.61,7,15,6,15,15,0,10,15,7,1
9779,p,0.85,2,1,7,0,0,1,7,2.84,1.4,7,15,6,15,15,0,10,15,1,2
9780,p,1.18,2,1,7,0,0,1,7,2.72,1.43,7,15,6,15,15,0,10,15,1,2
9781,p,1.11,2,1,7,0,0,1,7,3.24,1.49,7,15,0,15,15,0,10,15,1,1
9782,p,0.88,2,1,7,0,0,1,7,2.65,1.47,7,15,0,15,15,0,10,15,7,2
9783,p,0.71,2,1,7,0,0,1,7,2.42,1.18,7,15,6,15,15,0,10,15,7,1
9784,p,1.01,2,1,7,0,0,1,7,3.37,1.68,7,15,0,15,15,0,10,15,7,2
9785,p,1.06,2,1,7,0,0,1,7,3.01,1.42,7,15,0,15,15,0,10,15,7,1
9786,p,0.89,2,1,7,0,0,1,7,3.07,1.45,7,15,6,15,15,0,10,15,1,1
9787,p,1.2,2,1,7,0,0,1,7,3.27,1.69,7,15,0,15,15,0,10,15,7,2
9788,p,1.03,2,1,7,0,0,1,7,2.99,1.34,7,15,6,15,15,0,10,15,7,2
9789,p,1.3,2,1,7,0,0,1,7,3.1,1.53,7,15,6,15,15,0,10,15,1,2
9790,p,0.95,2,1,7,0,0,1,7,2.69,1.35,7,15,6,15,15,0,10,15,1,1
9791,p,1.25,2,1,7,0,0,1,7,3.35,1.79,7,15,0,15,15,0,10,15,7,1
9792,p,0.97,2,1,7,0,0,1,7,2.87,1.36,7,15,0,15,15,0,10,15,7,1
9793,p,0.99,2,1,7,0,0,1,7,3.05,1.57,7,15,0,15,15,0,10,15,1,2
9794,p,1.07,2,1,7,0,0,1,7,3.07,1.55,7,15,0,15,15,0,10,15,7,2
9795,p,1.06,2,1,7,0,0,1,7,3.39,1.64,7,15,6,15,15,0,10,15,7,2
9796,p,0.89,2,1,7,0,0,1,7,3.1,1.46,7,15,0,15,15,0,10,15,1,1
9797,p,1.02,2,1,7,0,0,1,7,2.79,1.38,7,15,0,15,15,0,10,15,7,1
9798,p,1.0,2,1,7,0,0,1,7,3.4,1.66,7,15,0,15,15,0,10,15,1,2
9799,p,1.02,2,1,7,0,0,1,7,3.08,1.54,7,15,6,15,15,0,10,15,1,2
9800,p,1.2,2,1,7,0,0,1,7,3.22,1.72,7,15,6,15,15,0,10,15,1,1
9801,p,0.87,2,1,7,0,0,1,7,2.62,1.3,7,15,6,15,15,0,10,15,1,2
9802,p,0.98,2,1,7,0,0,1,7,2.78,1.41,7,15,0,15,15,0,10,15,7,1
9803,p,0.91,2,1,7,0,0,1,7,2.91,1.35,7,15,0,15,15,0,10,15,7,1
9804,p,0.86,2,1,7,0,0,1,7,2.64,1.24,7,15,6,15,15,0,10,15,1,2
9805,p,0.97,2,1,7,0,0,1,7,2.83,1.47,7,15,0,15,15,0,10,15,1,1
9806,p,0.83,2,1,7,0,0,1,7,3.38,1.39,7,15,6,15,15,0,10,15,1,2
9807,p,1.1,2,1,7,0,0,1,7,3.13,1.59,7,15,6,15,15,0,10,15,7,2
9808,p,0.91,2,1,7,0,0,1,7,2.99,1.39,7,15,0,15,15,0,10,15,1,2
9809,p,0.91,2,1,7,0,0,1,7,2.51,1.49,7,15,6,15,15,0,10,15,1,2
9810,p,1.07,2,1,7,0,0,1,7,3.48,1.63,7,15,6,15,15,0,10,15,1,1
9811,p,1.01,2,1,7,0,0,1,7,3.17,1.64,7,15,6,15,15,0,10,15,1,2
9812,p,0.98,2,1,7,0,0,1,7,2.47,1.24,7,15,0,15,15,0,10,15,7,2
9813,p,0.83,2,1,7,0,0,1,7,2.93,1.43,7,15,6,15,15,0,10,15,7,2
9814,p,0.96,2,1,7,0,0,1,7,2.93,1.52,7,15,6,15,15,0,10,15,1,1
9815,p,1.07,2,1,7,0,0,1,7,3.41,1.84,7,15,6,15,15,0,10,15,7,2
9816,p,1.17,2,1,7,0,0,1,7,3.57,1.55,7,15,6,15,15,0,10,15,7,2
9817,p,1.09,2,1,7,0,0,1,7,3.29,1.5,7,15,6,15,15,0,10,15,1,2
9818,p,0.99,2,1,7,0,0,1,7,3.29,1.53,7,15,6,15,15,0,10,15,1,1
9819,p,1.07,2,1,7,0,0,1,7,2.93,1.3,7,15,6,15,15,0,10,15,1,2
9820,p,0.97,2,1,7,0,0,1,7,3.04,1.53,7,15,6,15,15,0,10,15,7,1
9821,p,1.17,2,1,7,0,0,1,7,3.75,1.76,7,15,6,15,15,0,10,15,7,1
9822,p,1.14,2,1,7,0,0,1,7,3.44,1.63,7,15,0,15,15,0,10,15,1,2
9823,p,1.06,2,1,7,0,0,1,7,2.47,1.3,7,15,0,15,15,0,10,15,1,1
9824,p,0.91,2,1,7,0,0,1,7,3.05,1.68,7,15,6,15,15,0,10,15,1,1
9825,p,1.12,2,1,7,0,0,1,7,3.27,1.69,7,15,6,15,15,0,10,15,1,2
9826,p,1.13,2,1,7,0,0,1,7,3.05,1.45,7,15,0,15,15,0,10,15,7,1
9827,p,1.15,2,1,7,0,0,1,7,3.62,1.97,7,15,0,15,15,0,10,15,7,2
9828,p,1.02,2,1,7,0,0,1,7,3.21,1.62,7,15,6,15,15,0,10,15,1,2
9829,p,0.96,2,1,7,0,0,1,7,3.37,1.37,7,15,0,15,15,0,10,15,7,2
9830,p,1.07,2,1,7,0,0,1,7,3.16,1.57,7,15,0,15,15,0,10,15,7,2
9831,p,1.11,2,1,7,0,0,1,7,3.04,1.48,7,15,0,15,15,0,10,15,1,2
9832,p,0.94,2,1,7,0,0,1,7,2.76,1.46,7,15,0,15,15,0,10,15,1,1
9833,p,0.85,2,1,7,0,0,1,7,2.64,1.33,7,15,0,15,15,0,10,15,7,1
9834,p,1.07,2,1,7,0,0,1,7,2.46,1.31,7,15,6,15,15,0,10,15,1,2
9835,p,0.74,2,1,7,0,0,1,7,2.83,1.27,7,15,0,15,15,0,10,15,7,2
9836,p,0.85,2,1,7,0,0,1,7,3.13,1.4,7,15,6,15,15,0,10,15,1,1
9837,p,1.03,2,1,7,0,0,1,7,2.95,1.33,7,15,6,15,15,0,10,15,1,1
9838,p,1.09,2,1,7,0,0,1,7,3.17,1.53,7,15,6,15,15,0,10,15,7,2
9839,p,1.25,2,1,7,0,0,1,7,3.39,1.76,7,15,6,15,15,0,10,15,7,2
9840,p,0.98,2,1,7,0,0,1,7,3.28,1.6,7,15,0,15,15,0,10,15,1,1
9841,p,0.92,2,1,7,0,0,1,7,2.58,1.5,7,15,0,15,15,0,10,15,1,1
9842,p,0.78,2,1,7,0,0,1,7,2.84,1.48,7,15,6,15,15,0,10,15,1,2
9843,p,0.96,2,1,7,0,0,1,7,2.95,1.58,7,15,0,15,15,0,10,15,7,1
9844,p,1.01,2,1,7,0,0,1,7,3.04,1.45,7,15,0,15,15,0,10,15,7,2
9845,p,1.01,2,1,7,0,0,1,7,2.56,1.37,7,15,6,15,15,0,10,15,1,1
9846,p,0.94,2,1,7,0,0,1,7,3.23,1.65,7,15,6,15,15,0,10,15,1,1
9847,p,1.13,2,1,7,0,0,1,7,3.53,1.77,7,15,6,15,15,0,10,15,1,1
9848,p,0.81,2,1,7,0,0,1,7,2.8,1.25,7,15,6,15,15,0,10,15,7,1
9849,p,1.01,2,1,7,0,0,1,7,2.97,1.45,7,15,0,15,15,0,10,15,1,2
9850,p,0.97,2,1,7,0,0,1,7,2.51,1.45,7,15,6,15,15,0,10,15,1,1
9851,p,0.94,2,1,7,0,0,1,7,2.69,1.4,7,15,0,15,15,0,10,15,7,1
9852,p,0.94,2,1,7,0,0,1,7,2.58,1.61,7,15,6,15,15,0,10,15,7,1
9853,p,0.97,2,1,7,0,0,1,7,3.21,1.36,7,15,6,15,15,0,10,15,7,1
9854,p,0.9,2,1,7,0,0,1,7,2.96,1.39,7,15,6,15,15,0,10,15,1,1
9855,p,0.95,2,1,7,0,0,1,7,2.82,1.35,7,15,6,15,15,0,10,15,7,1
9856,p,1.06,2,1,7,0,0,1,7,3.07,1.46,7,15,0,15,15,0,10,15,7,2
9857,p,1.16,2,1,7,0,0,1,7,3.31,1.54,7,15,6,15,15,0,10,15,1,2
9858,p,0.89,2,1,7,0,0,1,7,2.4,1.24,7,15,6,15,15,0,10,15,7,1
9859,p,0.9,2,1,7,0,0,1,7,2.73,1.37,7,15,6,15,15,0,10,15,1,2
9860,p,1.12,2,1,7,0,0,1,7,2.92,1.5,7,15,6,15,15,0,10,15,1,1
9861,p,1.04,2,1,7,0,0,1,7,2.93,1.46,7,15,0,15,15,0,10,15,1,2
9862,p,0.82,2,1,7,0,0,1,7,3.04,1.23,7,15,6,15,15,0,10,15,7,2
9863,p,1.17,2,1,7,0,0,1,7,3.56,1.82,7,15,0,15,15,0,10,15,1,1
9864,p,1.14,2,1,7,0,0,1,7,3.13,1.78,7,15,6,15,15,0,10,15,7,1
9865,p,1.14,2,1,7,0,0,1,7,3.42,1.79,7,15,6,15,15,0,10,15,7,2
9866,p,0.86,2,1,7,0,0,1,7,2.67,1.32,7,15,6,15,15,0,10,15,1,1
9867,p,0.99,2,1,7,0,0,1,7,3.21,1.54,7,15,6,15,15,0,10,15,7,1
9868,p,1.02,2,1,7,0,0,1,7,2.8,1.53,7,15,0,15,15,0,10,15,7,1
9869,p,1.13,2,1,7,0,0,1,7,3.1,1.6,7,15,0,15,15,0,10,15,1,2
9870,p,0.94,2,1,7,0,0,1,7,2.46,1.48,7,15,6,15,15,0,10,15,1,2
9871,p,1.01,2,1,7,0,0,1,7,3.23,1.92,7,15,6,15,15,0,10,15,1,1
9872,p,1.03,2,1,7,0,0,1,7,2.9,1.46,7,15,6,15,15,0,10,15,1,1
9873,p,0.88,2,1,7,0,0,1,7,2.93,1.45,7,15,0,15,15,0,10,15,7,2
9874,p,0.97,2,1,7,0,0,1,7,3.02,1.57,7,15,0,15,15,0,10,15,7,2
9875,p,0.88,2,1,7,0,0,1,7,2.46,1.46,7,15,6,15,15,0,10,15,7,1
9876,p,1.03,2,1,7,0,0,1,7,2.79,1.32,7,15,6,15,15,0,10,15,7,1
9877,p,0.93,2,1,7,0,0,1,7,2.89,1.46,7,15,6,15,15,0,10,15,7,2
9878,p,0.87,2,1,7,0,0,1,7,2.86,1.19,7,15,6,15,15,0,10,15,1,2
9879,p,1.18,2,1,7,0,0,1,7,3.61,1.69,7,15,6,15,15,0,10,15,1,1
9880,p,0.94,2,1,7,0,0,1,7,2.69,1.28,7,15,0,15,15,0,10,15,1,1
9881,p,1.08,2,1,7,0,0,1,7,2.97,1.59,7,15,6,15,15,0,10,15,1,2
9882,p,0.82,2,1,7,0,0,1,7,2.77,1.45,7,15,0,15,15,0,10,15,7,2
9883,p,0.98,2,1,7,0,0,1,7,2.8,1.56,7,15,6,15,15,0,10,15,1,1
9884,p,0.9,2,1,7,0,0,1,7,2.84,1.45,7,15,0,15,15,0,10,15,7,1
9885,p,0.88,2,1,0,0,0,15,4,4.05,1.0,7,3,11,15,15,0,10,15,7,0
9886,p,0.82,2,1,6,0,0,15,4,4.27,1.04,7,3,11,15,15,0,10,15,7,1
9887,p,0.88,2,1,6,0,0,15,0,4.37,1.09,7,3,11,15,15,0,10,15,7,0
9888,p,0.54,2,1,6,0,0,15,0,3.81,0.88,7,4,11,15,15,0,10,15,7,3
9889,p,0.8,2,1,0,0,0,15,0,4.38,1.07,7,4,11,15,15,0,10,15,7,0
9890,p,0.98,2,1,0,0,0,15,4,4.53,0.97,7,4,11,15,15,0,10,15,7,2
9891,p,0.63,2,1,0,0,0,15,4,3.7,0.92,7,3,11,15,15,0,10,15,7,0
9892,p,0.76,2,1,6,0,0,15,4,4.28,1.08,7,4,11,15,15,0,10,15,7,1
9893,p,0.72,2,1,0,0,0,15,4,4.03,0.97,7,4,11,15,15,0,10,15,7,1
9894,p,0.62,2,1,0,0,0,15,4,3.98,0.96,7,3,11,15,15,0,10,15,7,3
9895,p,0.65,2,1,6,0,0,15,0,4.09,0.9,7,3,11,15,15,0,10,15,7,0
9896,p,0.78,2,1,4,0,0,15,4,3.48,0.91,7,4,11,15,15,0,10,15,7,1
9897,p,0.74,2,1,4,0,0,15,0,4.32,1.14,7,3,11,15,15,0,10,15,7,1
9898,p,0.72,2,1,4,0,0,15,0,4.05,0.95,7,3,11,15,15,0,10,15,7,2
9899,p,0.62,2,1,6,0,0,15,0,3.49,0.94,7,3,11,15,15,0,10,15,7,0
9900,p,0.78,2,1,4,0,0,15,0,3.97,1.01,7,4,11,15,15,0,10,15,7,0
9901,p,0.83,2,1,0,0,0,15,4,4.02,1.06,7,3,11,15,15,0,10,15,7,1
9902,p,0.61,2,1,6,0,0,15,4,3.24,0.79,7,3,11,15,15,0,10,15,7,1
9903,p,0.82,2,1,6,0,0,15,0,4.95,1.14,7,3,11,15,15,0,10,15,7,2
9904,p,0.7,2,1,4,0,0,15,4,4.1,0.95,7,4,11,15,15,0,10,15,7,0
9905,p,0.77,2,1,0,0,0,15,4,3.84,0.92,7,3,11,15,15,0,10,15,7,0
9906,p,0.7,2,1,6,0,0,15,0,4.14,1.0,7,3,11,15,15,0,10,15,7,1
9907,p,0.69,2,1,0,0,0,15,4,4.14,1.0,7,4,11,15,15,0,10,15,7,2
9908,p,0.73,2,1,0,0,0,15,4,4.0,1.04,7,4,11,15,15,0,10,15,7,3
9909,p,0.58,2,1,6,0,0,15,0,3.65,0.96,7,3,11,15,15,0,10,15,7,3
9910,p,0.72,2,1,6,0,0,15,0,3.54,0.96,7,4,11,15,15,0,10,15,7,3
9911,p,0.62,2,1,0,0,0,15,0,3.73,0.8,7,4,11,15,15,0,10,15,7,3
9912,p,0.69,2,1,6,0,0,15,0,3.95,1.02,7,4,11,15,15,0,10,15,7,0
9913,p,0.8,2,1,6,0,0,15,0,4.3,1.08,7,4,11,15,15,0,10,15,7,2
9914,p,0.74,2,1,0,0,0,15,0,3.63,0.93,7,4,11,15,15,0,10,15,7,1
9915,p,0.82,2,1,4,0,0,15,4,4.08,1.02,7,3,11,15,15,0,10,15,7,3
9916,p,0.68,2,1,4,0,0,15,0,4.29,1.14,7,3,11,15,15,0,10,15,7,0
9917,p,0.68,2,1,6,0,0,15,4,3.81,0.84,7,4,11,15,15,0,10,15,7,2
9918,p,0.73,2,1,0,0,0,15,4,3.79,0.98,7,4,11,15,15,0,10,15,7,3
9919,p,0.76,2,1,4,0,0,15,4,4.27,1.0,7,3,11,15,15,0,10,15,7,0
9920,p,0.68,2,1,6,0,0,15,4,3.79,1.02,7,3,11,15,15,0,10,15,7,1
9921,p,0.81,2,1,4,0,0,15,4,3.56,1.04,7,4,11,15,15,0,10,15,7,1
9922,p,0.83,2,1,6,0,0,15,4,4.27,1.02,7,4,11,15,15,0,10,15,7,3
9923,p,0.89,2,1,0,0,0,15,0,4.05,1.11,7,4,11,15,15,0,10,15,7,0
9924,p,0.68,2,1,6,0,0,15,4,4.06,0.98,7,4,11,15,15,0,10,15,7,2
9925,p,0.83,2,1,4,0,0,15,0,4.43,1.07,7,3,11,15,15,0,10,15,7,3
9926,p,0.82,2,1,4,0,0,15,0,4.16,1.09,7,3,11,15,15,0,10,15,7,0
9927,p,0.75,2,1,4,0,0,15,4,4.24,1.08,7,4,11,15,15,0,10,15,7,0
9928,p,0.96,2,1,6,0,0,15,0,4.37,1.18,7,3,11,15,15,0,10,15,7,2
9929,p,0.75,2,1,4,0,0,15,0,4.29,1.06,7,4,11,15,15,0,10,15,7,1
9930,p,0.76,2,1,4,0,0,15,0,3.55,0.89,7,4,11,15,15,0,10,15,7,2
9931,p,0.7,2,1,4,0,0,15,0,3.79,0.95,7,4,11,15,15,0,10,15,7,0
9932,p,0.87,2,1,0,0,0,15,0,4.5,1.13,7,3,11,15,15,0,10,15,7,2
9933,p,0.62,2,1,0,0,0,15,0,4.03,0.91,7,3,11,15,15,0,10,15,7,2
9934,p,0.58,2,1,0,0,0,15,4,3.98,0.95,7,4,11,15,15,0,10,15,7,0
9935,p,0.6,2,1,4,0,0,15,0,3.16,0.74,7,4,11,15,15,0,10,15,7,3
9936,p,0.68,2,1,0,0,0,15,4,4.27,0.99,7,3,11,15,15,0,10,15,7,0
9937,p,0.74,2,1,0,0,0,15,4,4.13,0.94,7,4,11,15,15,0,10,15,7,1
9938,p,0.78,2,1,6,0,0,15,0,4.18,1.08,7,4,11,15,15,0,10,15,7,3
9939,p,0.7,2,1,6,0,0,15,4,3.85,0.93,7,3,11,15,15,0,10,15,7,3
9940,p,0.88,2,1,4,0,0,15,4,4.31,1.09,7,4,11,15,15,0,10,15,7,1
9941,p,0.74,2,1,4,0,0,15,0,3.94,1.09,7,3,11,15,15,0,10,15,7,1
9942,p,0.83,2,1,0,0,0,15,4,3.79,1.05,7,4,11,15,15,0,10,15,7,1
9943,p,0.9,2,1,0,0,0,15,4,4.31,1.14,7,3,11,15,15,0,10,15,7,3
9944,p,0.82,2,1,4,0,0,15,0,4.27,1.15,7,4,11,15,15,0,10,15,7,0
9945,p,0.73,2,1,6,0,0,15,0,4.24,1.08,7,4,11,15,15,0,10,15,7,3
9946,p,0.71,2,1,6,0,0,15,0,3.66,0.92,7,4,11,15,15,0,10,15,7,1
9947,p,0.8,2,1,0,0,0,15,4,3.96,0.96,7,4,11,15,15,0,10,15,7,3
9948,p,0.61,2,1,6,0,0,15,0,3.73,0.93,7,3,11,15,15,0,10,15,7,1
9949,p,0.78,2,1,6,0,0,15,4,4.18,1.09,7,3,11,15,15,0,10,15,7,0
9950,p,0.75,2,1,6,0,0,15,0,4.13,1.07,7,3,11,15,15,0,10,15,7,1
9951,p,0.62,2,1,0,0,0,15,0,4.13,0.91,7,4,11,15,15,0,10,15,7,0
9952,p,0.95,2,1,6,0,0,15,4,4.55,1.14,7,4,11,15,15,0,10,15,7,1
9953,p,0.83,2,1,4,0,0,15,0,4.41,1.12,7,4,11,15,15,0,10,15,7,3
9954,p,0.87,2,1,0,0,0,15,4,4.8,1.12,7,3,11,15,15,0,10,15,7,2
9955,p,0.63,2,1,4,0,0,15,4,3.58,0.91,7,3,11,15,15,0,10,15,7,2
9956,p,0.89,2,1,0,0,0,15,0,4.22,1.0,7,3,11,15,15,0,10,15,7,0
9957,p,0.85,2,1,4,0,0,15,4,4.4,0.97,7,4,11,15,15,0,10,15,7,1
9958,p,0.78,2,1,0,0,0,15,4,4.15,1.09,7,3,11,15,15,0,10,15,7,0
9959,p,0.83,2,1,6,0,0,15,4,3.95,1.04,7,4,11,15,15,0,10,15,7,3
9960,p,0.78,2,1,4,0,0,15,0,3.84,0.97,7,3,11,15,15,0,10,15,7,0
9961,p,0.78,2,1,0,0,0,15,0,3.86,1.06,7,4,11,15,15,0,10,15,7,2
9962,p,0.65,2,1,4,0,0,15,4,3.99,0.96,7,4,11,15,15,0,10,15,7,0
9963,p,0.65,2,1,0,0,0,15,0,3.83,0.87,7,3,11,15,15,0,10,15,7,1
9964,p,0.64,2,1,0,0,0,15,4,4.08,0.97,7,3,11,15,15,0,10,15,7,3
9965,p,0.69,2,1,4,0,0,15,0,3.8,0.93,7,3,11,15,15,0,10,15,7,2
9966,p,0.75,2,1,6,0,0,15,0,4.13,0.98,7,4,11,15,15,0,10,15,7,0
9967,p,0.73,2,1,6,0,0,15,4,4.03,0.93,7,4,11,15,15,0,10,15,7,0
9968,p,0.81,2,1,4,0,0,15,4,4.62,1.07,7,4,11,15,15,0,10,15,7,1
9969,p,0.74,2,1,6,0,0,15,4,3.98,1.06,7,4,11,15,15,0,10,15,7,0
9970,p,0.65,2,1,4,0,0,15,4,3.55,0.94,7,4,11,15,15,0,10,15,7,1
9971,p,0.63,2,1,4,0,0,15,4,3.72,0.86,7,3,11,15,15,0,10,15,7,3
9972,p,0.83,2,1,6,0,0,15,0,3.82,0.94,7,3,11,15,15,0,10,15,7,2
9973,p,0.9,2,1,4,0,0,15,4,3.75,1.04,7,4,11,15,15,0,10,15,7,1
9974,p,0.77,2,1,0,0,0,15,0,4.05,0.98,7,4,11,15,15,0,10,15,7,3
9975,p,0.61,2,1,4,0,0,15,0,4.13,0.98,7,3,11,15,15,0,10,15,7,1
9976,p,0.6,2,1,6,0,0,15,4,3.66,0.93,7,3,11,15,15,0,10,15,7,0
9977,p,0.64,2,1,0,0,0,15,4,3.88,0.86,7,3,11,15,15,0,10,15,7,1
9978,p,0.85,2,1,4,0,0,15,4,3.9,0.97,7,3,11,15,15,0,10,15,7,1
9979,p,0.63,2,1,6,0,0,15,0,4.15,0.97,7,4,11,15,15,0,10,15,7,0
9980,p,0.81,2,1,6,0,0,15,0,4.13,1.05,7,4,11,15,15,0,10,15,7,0
9981,p,0.7,2,1,0,0,0,15,0,3.9,1.07,7,4,11,15,15,0,10,15,7,3
9982,p,0.75,2,1,0,0,0,15,4,3.77,0.96,7,4,11,15,15,0,10,15,7,0
9983,p,0.85,2,1,6,0,0,15,0,4.01,1.0,7,4,11,15,15,0,10,15,7,2
9984,p,0.7,2,1,4,0,0,15,4,3.56,1.03,7,4,11,15,15,0,10,15,7,2
9985,p,0.83,2,1,4,0,0,15,4,4.08,1.07,7,4,11,15,15,0,10,15,7,2
9986,p,1.02,2,1,6,0,0,15,4,4.6,1.16,7,3,11,15,15,0,10,15,7,1
9987,p,0.8,2,1,0,0,0,15,0,4.11,1.06,7,3,11,15,15,0,10,15,7,3
9988,p,0.77,2,1,0,0,0,15,0,4.33,1.12,7,4,11,15,15,0,10,15,7,1
9989,p,0.81,2,1,0,0,0,15,4,4.4,1.02,7,4,11,15,15,0,10,15,7,2
9990,p,0.71,2,1,0,0,0,15,4,4.35,1.05,7,4,11,15,15,0,10,15,7,1
9991,p,0.82,2,1,4,0,0,15,0,4.54,0.98,7,3,11,15,15,0,10,15,7,1
9992,p,0.87,2,1,4,0,0,15,4,4.38,1.13,7,3,11,15,15,0,10,15,7,2
9993,p,0.73,2,1,0,0,0,15,4,4.17,1.08,7,4,11,15,15,0,10,15,7,2
